match_id,inning,batting_team,team_final_score,wickets_lost,anchor_balls_faced,non_anchor_strike_rate,anchor_present,winner,match_won
501247,2,Royal Challengers Bangalore,128,1,34.0,200.0,1,Royal Challengers Bangalore,1
501248,1,Kings XI Punjab,119,8,0.0,95.83333333333334,0,Pune Warriors,0
501248,2,Pune Warriors,120,5,33.0,105.26315789473684,1,Pune Warriors,1
501249,1,Chennai Super Kings,196,3,43.0,164.6341463414634,1,Chennai Super Kings,1
501249,2,Rajasthan Royals,133,10,0.0,105.78512396694215,0,Chennai Super Kings,0
501250,1,Deccan Chargers,136,8,0.0,111.5702479338843,0,Pune Warriors,0
501250,2,Pune Warriors,137,4,74.0,135.8974358974359,1,Pune Warriors,1
501251,1,Kings XI Punjab,163,8,0.0,114.6341463414634,0,Kings XI Punjab,1
501251,2,Mumbai Indians,87,10,0.0,101.23456790123457,0,Kings XI Punjab,0
501252,1,Rajasthan Royals,146,6,31.0,104.25531914893618,1,Royal Challengers Bangalore,0
501252,2,Royal Challengers Bangalore,151,1,35.0,156.52173913043478,1,Royal Challengers Bangalore,1
501253,1,Chennai Super Kings,176,4,33.0,153.93258426966293,1,Chennai Super Kings,1
501253,2,Delhi Daredevils,158,6,36.0,113.63636363636364,1,Chennai Super Kings,0
501254,1,Kochi Tuskers Kerala,178,7,31.0,125.51020408163265,1,Kings XI Punjab,0
501254,2,Kings XI Punjab,181,4,0.0,146.61016949152543,0,Kings XI Punjab,1
501256,1,Deccan Chargers,135,6,0.0,105.78512396694215,0,Deccan Chargers,1
501256,2,Mumbai Indians,125,8,46.0,85.36585365853658,1,Deccan Chargers,0
501257,1,Kings XI Punjab,170,6,54.0,135.6164383561644,1,Kings XI Punjab,1
501257,2,Delhi Daredevils,141,8,31.0,108.6021505376344,1,Kings XI Punjab,0
501259,1,Pune Warriors,136,9,0.0,109.01639344262296,0,Deccan Chargers,0
501259,2,Deccan Chargers,138,4,32.0,106.74157303370787,1,Deccan Chargers,1
501260,1,Kings XI Punjab,232,2,0.0,162.6984126984127,0,Kings XI Punjab,1
501260,2,Royal Challengers Bangalore,121,10,0.0,105.66037735849056,0,Kings XI Punjab,0
501261,1,Chennai Super Kings,152,5,37.0,136.47058823529412,1,Chennai Super Kings,1
501261,2,Kochi Tuskers Kerala,141,5,85.0,114.28571428571428,1,Chennai Super Kings,0
501262,1,Pune Warriors,118,7,0.0,85.48387096774194,0,Kolkata Knight Riders,0
501262,2,Kolkata Knight Riders,119,3,48.0,109.09090909090908,1,Kolkata Knight Riders,1
501263,1,Mumbai Indians,133,5,84.0,102.63157894736842,1,Rajasthan Royals,0
501263,2,Rajasthan Royals,134,0,0.0,162.96296296296296,0,Rajasthan Royals,1
501264,1,Deccan Chargers,198,2,0.0,147.96747967479675,0,Deccan Chargers,1
501264,2,Kings XI Punjab,116,10,0.0,96.55172413793103,0,Deccan Chargers,0
501266,1,Chennai Super Kings,128,8,32.0,102.12765957446808,1,Royal Challengers Bangalore,0
501266,2,Royal Challengers Bangalore,129,2,31.0,103.5294117647059,1,Royal Challengers Bangalore,1
501267,1,Kolkata Knight Riders,175,7,0.0,138.52459016393445,0,Mumbai Indians,0
501267,2,Mumbai Indians,178,5,31.0,138.94736842105263,1,Mumbai Indians,1
501268,1,Royal Challengers Bangalore,175,4,36.0,142.69662921348313,1,Chennai Super Kings,0
501268,2,Chennai Super Kings,177,4,33.0,148.35164835164835,1,Chennai Super Kings,1
501269,1,Kolkata Knight Riders,147,7,0.0,113.70967741935485,0,Mumbai Indians,0
501269,2,Mumbai Indians,148,6,0.0,123.07692307692308,0,Mumbai Indians,1
501270,1,Royal Challengers Bangalore,185,4,34.0,136.8421052631579,1,Royal Challengers Bangalore,1
501270,2,Mumbai Indians,142,8,0.0,113.11475409836065,0,Royal Challengers Bangalore,0
501271,1,Chennai Super Kings,205,5,0.0,160.65573770491804,0,Chennai Super Kings,1
501271,2,Royal Challengers Bangalore,147,8,66.0,114.28571428571428,1,Chennai Super Kings,0
548306,1,Chennai Super Kings,112,10,0.0,79.36507936507937,0,Mumbai Indians,0
548306,2,Mumbai Indians,115,3,31.0,115.06849315068493,1,Mumbai Indians,1
548308,1,Pune Warriors,129,9,67.0,82.14285714285714,1,Pune Warriors,1
548308,2,Mumbai Indians,101,9,78.0,69.56521739130434,1,Pune Warriors,0
548309,1,Rajasthan Royals,191,4,0.0,135.43307086614175,0,Rajasthan Royals,1
548309,2,Kings XI Punjab,160,9,0.0,126.22950819672131,0,Rajasthan Royals,0
548310,1,Royal Challengers Bangalore,157,8,0.0,123.77049180327869,0,Royal Challengers Bangalore,1
548310,2,Delhi Daredevils,137,7,0.0,109.01639344262296,0,Royal Challengers Bangalore,0
548311,1,Chennai Super Kings,193,6,0.0,143.30708661417322,0,Chennai Super Kings,1
548311,2,Deccan Chargers,119,10,0.0,108.49056603773586,0,Chennai Super Kings,0
548312,1,Rajasthan Royals,164,5,0.0,130.8943089430894,0,Rajasthan Royals,1
548312,2,Kolkata Knight Riders,142,10,50.0,101.33333333333334,1,Rajasthan Royals,0
548313,1,Pune Warriors,166,6,73.0,133.33333333333331,1,Pune Warriors,1
548313,2,Kings XI Punjab,144,8,0.0,107.25806451612902,0,Pune Warriors,0
548314,1,Deccan Chargers,138,9,38.0,110.58823529411765,1,Mumbai Indians,0
548314,2,Mumbai Indians,142,5,0.0,114.99999999999999,0,Mumbai Indians,1
548315,1,Kolkata Knight Riders,165,8,0.0,130.327868852459,0,Kolkata Knight Riders,1
548315,2,Royal Challengers Bangalore,123,9,0.0,88.9763779527559,0,Kolkata Knight Riders,0
548316,1,Chennai Super Kings,110,8,31.0,88.17204301075269,1,Delhi Daredevils,0
548316,2,Delhi Daredevils,111,2,0.0,137.5,0,Delhi Daredevils,1
548317,1,Mumbai Indians,197,6,0.0,159.16666666666666,0,Mumbai Indians,1
548317,2,Rajasthan Royals,170,10,0.0,137.19008264462812,0,Mumbai Indians,0
548318,1,Royal Challengers Bangalore,205,8,48.0,160.97560975609758,1,Chennai Super Kings,0
548318,2,Chennai Super Kings,208,5,0.0,163.70967741935485,0,Chennai Super Kings,1
548320,1,Rajasthan Royals,131,5,36.0,101.12359550561798,1,Kolkata Knight Riders,0
548320,2,Kolkata Knight Riders,137,5,70.0,127.45098039215685,1,Kolkata Knight Riders,1
548321,1,Deccan Chargers,157,8,0.0,119.84126984126983,0,Delhi Daredevils,0
548321,2,Delhi Daredevils,162,5,0.0,132.77310924369746,0,Delhi Daredevils,1
548322,1,Chennai Super Kings,155,5,0.0,120.16129032258065,0,Pune Warriors,0
548322,2,Pune Warriors,156,3,0.0,126.890756302521,0,Pune Warriors,1
548323,1,Kings XI Punjab,134,9,65.0,101.78571428571428,1,Kings XI Punjab,1
548323,2,Kolkata Knight Riders,132,7,0.0,100.81967213114753,0,Kings XI Punjab,0
548324,1,Rajasthan Royals,195,2,32.0,184.26966292134833,1,Rajasthan Royals,1
548324,2,Royal Challengers Bangalore,136,10,0.0,110.83333333333334,0,Rajasthan Royals,0
548325,1,Mumbai Indians,92,10,0.0,69.16666666666667,0,Delhi Daredevils,0
548325,2,Delhi Daredevils,93,3,37.0,86.20689655172413,1,Delhi Daredevils,1
548326,1,Deccan Chargers,196,2,79.0,189.1304347826087,1,Rajasthan Royals,0
548326,2,Rajasthan Royals,197,5,0.0,154.03225806451613,0,Rajasthan Royals,1
548327,1,Pune Warriors,182,6,0.0,142.27642276422765,0,Royal Challengers Bangalore,0
548327,2,Royal Challengers Bangalore,186,4,0.0,144.35483870967744,0,Royal Challengers Bangalore,1
548328,1,Kings XI Punjab,124,7,0.0,99.18032786885246,0,Kolkata Knight Riders,0
548328,2,Kolkata Knight Riders,127,2,0.0,122.0,0,Kolkata Knight Riders,1
548329,1,Deccan Chargers,187,4,0.0,152.89256198347107,0,Delhi Daredevils,0
548329,2,Delhi Daredevils,193,1,0.0,170.19230769230768,0,Delhi Daredevils,1
548330,1,Chennai Super Kings,164,5,96.0,188.0,1,Chennai Super Kings,1
548330,2,Pune Warriors,151,7,0.0,109.6774193548387,0,Chennai Super Kings,0
548331,1,Kings XI Punjab,163,6,36.0,131.0344827586207,1,Royal Challengers Bangalore,0
548331,2,Royal Challengers Bangalore,166,5,0.0,126.4,0,Royal Challengers Bangalore,1
548332,1,Rajasthan Royals,146,4,79.0,100.0,1,Chennai Super Kings,0
548332,2,Chennai Super Kings,147,3,0.0,119.83471074380165,0,Chennai Super Kings,1
548333,1,Pune Warriors,192,3,42.0,154.54545454545453,1,Pune Warriors,1
548333,2,Delhi Daredevils,172,7,0.0,136.88524590163937,0,Pune Warriors,0
548334,1,Mumbai Indians,163,6,0.0,125.6,0,Kings XI Punjab,0
548334,2,Kings XI Punjab,164,4,0.0,130.57851239669424,0,Kings XI Punjab,1
548335,1,Deccan Chargers,126,7,50.0,102.8169014084507,1,Kolkata Knight Riders,0
548335,2,Kolkata Knight Riders,127,5,31.0,97.77777777777777,1,Kolkata Knight Riders,1
548336,1,Royal Challengers Bangalore,189,3,0.0,136.0,0,Royal Challengers Bangalore,1
548336,2,Rajasthan Royals,143,7,0.0,107.25806451612902,0,Royal Challengers Bangalore,0
548337,1,Pune Warriors,146,2,58.0,130.64516129032256,1,Delhi Daredevils,0
548337,2,Delhi Daredevils,148,2,0.0,143.87755102040816,0,Delhi Daredevils,1
548339,1,Kings XI Punjab,168,3,0.0,125.39682539682539,0,Mumbai Indians,0
548339,2,Mumbai Indians,171,6,0.0,131.70731707317074,0,Mumbai Indians,1
548341,1,Deccan Chargers,177,4,0.0,136.0655737704918,0,Deccan Chargers,1
548341,2,Pune Warriors,159,7,0.0,119.04761904761905,0,Deccan Chargers,0
548342,1,Delhi Daredevils,207,5,0.0,158.4,0,Delhi Daredevils,1
548342,2,Mumbai Indians,170,9,0.0,133.8709677419355,0,Delhi Daredevils,0
548343,1,Kings XI Punjab,156,8,53.0,131.94444444444443,1,Kings XI Punjab,1
548343,2,Chennai Super Kings,149,8,0.0,116.26016260162602,0,Kings XI Punjab,0
548344,1,Kolkata Knight Riders,190,4,38.0,165.11627906976744,1,Kolkata Knight Riders,1
548344,2,Royal Challengers Bangalore,143,6,0.0,112.19512195121952,0,Kolkata Knight Riders,0
548345,1,Delhi Daredevils,152,6,36.0,136.7816091954023,1,Delhi Daredevils,1
548345,2,Rajasthan Royals,151,3,40.0,127.38095238095238,1,Delhi Daredevils,0
548347,1,Chennai Super Kings,139,5,0.0,108.130081300813,0,Kolkata Knight Riders,0
548347,2,Kolkata Knight Riders,140,5,91.0,105.55555555555556,1,Kolkata Knight Riders,1
548348,1,Deccan Chargers,186,4,0.0,144.62809917355372,0,Deccan Chargers,1
548348,2,Pune Warriors,173,5,43.0,148.78048780487805,1,Deccan Chargers,0
548349,1,Rajasthan Royals,141,6,0.0,110.56910569105692,0,Delhi Daredevils,0
548349,2,Delhi Daredevils,144,4,34.0,167.79661016949152,1,Delhi Daredevils,1
548350,1,Royal Challengers Bangalore,158,5,42.0,130.4878048780488,1,Kings XI Punjab,0
548350,2,Kings XI Punjab,163,6,0.0,132.5,0,Kings XI Punjab,1
548351,1,Mumbai Indians,120,9,36.0,86.20689655172413,1,Mumbai Indians,1
548351,2,Pune Warriors,119,6,35.0,78.02197802197803,1,Mumbai Indians,0
548352,1,Chennai Super Kings,160,6,36.0,126.4367816091954,1,Chennai Super Kings,1
548352,2,Deccan Chargers,150,5,0.0,119.67213114754098,0,Chennai Super Kings,0
548353,1,Kolkata Knight Riders,150,5,44.0,104.70588235294119,1,Kolkata Knight Riders,1
548353,2,Pune Warriors,143,8,36.0,107.77777777777777,1,Kolkata Knight Riders,0
548354,1,Rajasthan Royals,177,6,39.0,147.05882352941177,1,Rajasthan Royals,1
548354,2,Kings XI Punjab,134,8,0.0,96.06299212598425,0,Rajasthan Royals,0
548355,1,Chennai Super Kings,173,8,34.0,136.26373626373626,1,Mumbai Indians,0
548355,2,Mumbai Indians,174,8,0.0,139.02439024390242,0,Mumbai Indians,1
548356,1,Deccan Chargers,181,2,42.0,158.02469135802468,1,Royal Challengers Bangalore,0
548356,2,Royal Challengers Bangalore,185,5,0.0,152.99145299145297,0,Royal Challengers Bangalore,1
548357,1,Delhi Daredevils,153,9,0.0,113.00813008130082,0,Kolkata Knight Riders,0
548357,2,Kolkata Knight Riders,154,4,0.0,115.96638655462186,0,Kolkata Knight Riders,1
548358,1,Pune Warriors,125,6,0.0,93.4959349593496,0,Rajasthan Royals,0
548358,2,Rajasthan Royals,126,3,0.0,128.57142857142858,0,Rajasthan Royals,1
548359,1,Kings XI Punjab,170,5,0.0,132.52032520325204,0,Kings XI Punjab,1
548359,2,Deccan Chargers,145,8,0.0,108.130081300813,0,Kings XI Punjab,0
548360,1,Mumbai Indians,141,6,39.0,108.43373493975903,1,Royal Challengers Bangalore,0
548360,2,Royal Challengers Bangalore,142,1,0.0,123.42342342342343,0,Royal Challengers Bangalore,1
548361,1,Rajasthan Royals,126,6,0.0,90.47619047619048,0,Chennai Super Kings,0
548361,2,Chennai Super Kings,127,6,33.0,113.09523809523809,1,Chennai Super Kings,1
548362,1,Royal Challengers Bangalore,173,3,47.0,142.30769230769232,1,Royal Challengers Bangalore,1
548362,2,Pune Warriors,138,9,0.0,110.74380165289257,0,Royal Challengers Bangalore,0
548363,1,Mumbai Indians,182,1,59.0,173.4375,1,Mumbai Indians,1
548363,2,Kolkata Knight Riders,155,4,0.0,123.77049180327869,0,Mumbai Indians,0
548364,1,Delhi Daredevils,114,5,47.0,80.76923076923077,1,Chennai Super Kings,0
548364,2,Chennai Super Kings,115,1,73.0,140.0,1,Chennai Super Kings,1
548365,1,Rajasthan Royals,170,4,0.0,136.88524590163937,0,Rajasthan Royals,1
548365,2,Pune Warriors,125,9,31.0,92.3076923076923,1,Rajasthan Royals,0
548366,1,Deccan Chargers,190,4,0.0,147.15447154471545,0,Kings XI Punjab,0
548366,2,Kings XI Punjab,194,6,0.0,152.45901639344262,0,Kings XI Punjab,1
548367,1,Royal Challengers Bangalore,171,6,55.0,144.73684210526315,1,Mumbai Indians,0
548367,2,Mumbai Indians,173,5,0.0,129.6,0,Mumbai Indians,1
548368,1,Kolkata Knight Riders,158,6,0.0,128.099173553719,0,Chennai Super Kings,0
548368,2,Chennai Super Kings,160,5,0.0,128.099173553719,0,Chennai Super Kings,1
548369,1,Kings XI Punjab,136,8,35.0,106.9767441860465,1,Delhi Daredevils,0
548369,2,Delhi Daredevils,140,5,49.0,124.24242424242425,1,Delhi Daredevils,1
548370,1,Kolkata Knight Riders,140,7,45.0,102.40963855421687,1,Kolkata Knight Riders,1
548370,2,Mumbai Indians,108,10,0.0,88.88888888888889,0,Kolkata Knight Riders,0
548371,1,Chennai Super Kings,120,7,43.0,87.17948717948718,1,Kings XI Punjab,0
548371,2,Kings XI Punjab,123,4,0.0,116.83168316831683,0,Kings XI Punjab,1
548372,1,Royal Challengers Bangalore,215,1,0.0,170.16129032258064,0,Royal Challengers Bangalore,1
548372,2,Delhi Daredevils,194,9,0.0,150.80645161290323,0,Royal Challengers Bangalore,0
548373,1,Rajasthan Royals,126,8,71.0,98.11320754716981,1,Deccan Chargers,0
548373,2,Deccan Chargers,128,5,70.0,108.16326530612245,1,Deccan Chargers,1
548374,1,Kings XI Punjab,141,8,71.0,113.46153846153845,1,Delhi Daredevils,0
548374,2,Delhi Daredevils,145,4,0.0,120.35398230088497,0,Delhi Daredevils,1
548375,1,Kolkata Knight Riders,136,4,43.0,111.39240506329114,1,Kolkata Knight Riders,1
548375,2,Pune Warriors,102,8,0.0,74.19354838709677,0,Kolkata Knight Riders,0
548376,1,Deccan Chargers,132,7,0.0,98.38709677419355,0,Deccan Chargers,1
548376,2,Royal Challengers Bangalore,123,9,41.0,95.1219512195122,1,Deccan Chargers,0
548377,1,Rajasthan Royals,162,6,38.0,109.57446808510637,1,Mumbai Indians,0
548377,2,Mumbai Indians,163,0,58.0,145.0,1,Mumbai Indians,1
548378,1,Kolkata Knight Riders,162,4,70.0,186.53846153846155,1,Kolkata Knight Riders,1
548378,2,Delhi Daredevils,144,8,35.0,101.12359550561798,1,Kolkata Knight Riders,0
548379,1,Chennai Super Kings,187,5,41.0,164.6341463414634,1,Chennai Super Kings,1
548379,2,Mumbai Indians,149,9,0.0,109.52380952380953,0,Chennai Super Kings,0
548380,1,Chennai Super Kings,222,5,0.0,175.609756097561,0,Chennai Super Kings,1
548380,2,Delhi Daredevils,136,10,0.0,117.9245283018868,0,Chennai Super Kings,0
548381,1,Chennai Super Kings,190,3,44.0,161.25,1,Kolkata Knight Riders,0
548381,2,Kolkata Knight Riders,192,5,0.0,148.38709677419354,0,Kolkata Knight Riders,1
597998,1,Delhi Daredevils,128,10,55.0,82.6086956521739,1,Kolkata Knight Riders,0
597998,2,Kolkata Knight Riders,129,4,0.0,106.95652173913044,0,Kolkata Knight Riders,1
597999,1,Royal Challengers Bangalore,156,5,0.0,112.00000000000001,0,Royal Challengers Bangalore,1
597999,2,Mumbai Indians,154,5,34.0,134.0909090909091,1,Royal Challengers Bangalore,0
598000,1,Sunrisers Hyderabad,126,6,31.0,105.4945054945055,1,Sunrisers Hyderabad,1
598000,2,Pune Warriors,104,10,0.0,88.69565217391305,0,Sunrisers Hyderabad,0
598001,1,Rajasthan Royals,165,7,0.0,127.86885245901641,0,Rajasthan Royals,1
598001,2,Delhi Daredevils,160,6,0.0,118.25396825396825,0,Rajasthan Royals,0
598002,1,Mumbai Indians,148,6,0.0,110.31746031746033,0,Mumbai Indians,1
598002,2,Chennai Super Kings,139,9,0.0,104.76190476190477,0,Mumbai Indians,0
598003,1,Pune Warriors,99,9,0.0,79.33884297520662,0,Kings XI Punjab,0
598003,2,Kings XI Punjab,100,2,0.0,125.97402597402598,0,Kings XI Punjab,1
598004,1,Royal Challengers Bangalore,130,8,85.0,84.21052631578947,1,Sunrisers Hyderabad,0
598004,2,Sunrisers Hyderabad,130,7,47.0,89.74358974358975,1,Sunrisers Hyderabad,1
598004,3,Sunrisers Hyderabad,20,0,0.0,271.42857142857144,0,Sunrisers Hyderabad,1
598004,4,Royal Challengers Bangalore,15,0,0.0,250.0,0,Sunrisers Hyderabad,0
598005,1,Rajasthan Royals,144,6,34.0,112.5,1,Rajasthan Royals,1
598005,2,Kolkata Knight Riders,125,10,0.0,95.0,0,Rajasthan Royals,0
598006,1,Mumbai Indians,209,5,0.0,160.48387096774192,0,Mumbai Indians,1
598006,2,Delhi Daredevils,165,9,42.0,129.26829268292684,1,Mumbai Indians,0
598007,1,Kings XI Punjab,138,10,36.0,104.70588235294119,1,Chennai Super Kings,0
598007,2,Chennai Super Kings,139,0,52.0,159.25925925925927,1,Chennai Super Kings,1
598008,1,Kolkata Knight Riders,154,8,0.0,120.32520325203254,0,Royal Challengers Bangalore,0
598008,2,Royal Challengers Bangalore,158,2,0.0,129.82456140350877,0,Royal Challengers Bangalore,1
598009,1,Rajasthan Royals,145,5,48.0,112.00000000000001,1,Pune Warriors,0
598009,2,Pune Warriors,148,3,56.0,130.0,1,Pune Warriors,1
598010,1,Delhi Daredevils,114,8,33.0,91.30434782608695,1,Sunrisers Hyderabad,0
598010,2,Sunrisers Hyderabad,115,7,0.0,94.91525423728814,0,Sunrisers Hyderabad,1
598011,1,Mumbai Indians,183,3,0.0,146.34146341463415,0,Mumbai Indians,1
598011,2,Pune Warriors,142,8,0.0,110.48387096774192,0,Mumbai Indians,0
598012,1,Royal Challengers Bangalore,165,6,48.0,125.31645569620254,1,Chennai Super Kings,0
598012,2,Chennai Super Kings,166,6,0.0,125.39682539682539,0,Chennai Super Kings,1
598013,1,Kolkata Knight Riders,180,4,46.0,152.56410256410254,1,Kolkata Knight Riders,1
598013,2,Sunrisers Hyderabad,132,7,63.0,98.33333333333333,1,Kolkata Knight Riders,0
598014,1,Kings XI Punjab,124,10,0.0,98.27586206896551,0,Rajasthan Royals,0
598014,2,Rajasthan Royals,126,4,43.0,109.21052631578947,1,Rajasthan Royals,1
598015,1,Pune Warriors,159,5,33.0,140.4494382022472,1,Pune Warriors,1
598015,2,Chennai Super Kings,135,8,0.0,109.01639344262296,0,Pune Warriors,0
598016,1,Kings XI Punjab,157,9,0.0,122.76422764227641,0,Kings XI Punjab,1
598016,2,Kolkata Knight Riders,153,9,39.0,109.30232558139534,1,Kings XI Punjab,0
598017,1,Delhi Daredevils,152,5,31.0,127.95698924731182,1,Royal Challengers Bangalore,0
598017,2,Royal Challengers Bangalore,152,7,32.0,121.1111111111111,1,Royal Challengers Bangalore,1
598017,3,Royal Challengers Bangalore,15,0,0.0,250.0,0,Royal Challengers Bangalore,1
598017,4,Delhi Daredevils,11,2,0.0,183.33333333333331,0,Royal Challengers Bangalore,0
598018,1,Sunrisers Hyderabad,119,8,37.0,87.5,1,Sunrisers Hyderabad,1
598018,2,Pune Warriors,108,10,0.0,94.73684210526315,0,Sunrisers Hyderabad,0
598019,1,Rajasthan Royals,179,3,57.0,135.2112676056338,1,Rajasthan Royals,1
598019,2,Mumbai Indians,92,10,34.0,69.62025316455697,1,Rajasthan Royals,0
598020,1,Chennai Super Kings,169,4,85.0,162.5,1,Chennai Super Kings,1
598020,2,Delhi Daredevils,83,10,0.0,72.47706422018348,0,Chennai Super Kings,0
598021,1,Kings XI Punjab,123,9,0.0,95.08196721311475,0,Sunrisers Hyderabad,0
598021,2,Sunrisers Hyderabad,127,5,39.0,100.0,1,Sunrisers Hyderabad,1
598022,1,Kolkata Knight Riders,119,9,0.0,95.0413223140496,0,Chennai Super Kings,0
598022,2,Chennai Super Kings,124,6,52.0,121.875,1,Chennai Super Kings,1
598023,1,Rajasthan Royals,117,10,31.0,94.25287356321839,1,Royal Challengers Bangalore,0
598023,2,Royal Challengers Bangalore,123,3,49.0,89.23076923076924,1,Royal Challengers Bangalore,1
598024,1,Mumbai Indians,161,4,48.0,140.54054054054055,1,Delhi Daredevils,0
598024,2,Delhi Daredevils,165,1,0.0,151.88679245283018,0,Delhi Daredevils,1
598025,1,Pune Warriors,185,4,34.0,155.55555555555557,1,Kings XI Punjab,0
598025,2,Kings XI Punjab,186,3,0.0,152.5,0,Kings XI Punjab,1
598026,1,Rajasthan Royals,185,4,0.0,137.79527559055117,0,Chennai Super Kings,0
598026,2,Chennai Super Kings,186,5,0.0,147.93388429752065,0,Chennai Super Kings,1
598027,1,Royal Challengers Bangalore,263,5,38.0,243.33333333333331,1,Royal Challengers Bangalore,1
598027,2,Pune Warriors,133,9,0.0,104.8780487804878,0,Royal Challengers Bangalore,0
598028,1,Kings XI Punjab,171,4,46.0,151.94805194805195,1,Kings XI Punjab,1
598028,2,Delhi Daredevils,164,7,42.0,141.77215189873417,1,Kings XI Punjab,0
598029,1,Kolkata Knight Riders,159,6,38.0,138.0952380952381,1,Mumbai Indians,0
598029,2,Mumbai Indians,162,5,0.0,132.77310924369746,0,Mumbai Indians,1
598030,1,Sunrisers Hyderabad,159,6,0.0,122.76422764227641,0,Chennai Super Kings,0
598030,2,Chennai Super Kings,160,5,0.0,125.20325203252031,0,Chennai Super Kings,1
598031,1,Kings XI Punjab,149,6,0.0,120.0,0,Kolkata Knight Riders,0
598031,2,Kolkata Knight Riders,150,4,78.0,142.85714285714286,1,Kolkata Knight Riders,1
598032,1,Sunrisers Hyderabad,144,9,33.0,116.66666666666667,1,Rajasthan Royals,0
598032,2,Rajasthan Royals,146,2,36.0,150.0,1,Rajasthan Royals,1
598033,1,Mumbai Indians,194,7,0.0,150.40650406504065,0,Mumbai Indians,1
598033,2,Royal Challengers Bangalore,136,7,0.0,100.80645161290323,0,Mumbai Indians,0
598034,1,Chennai Super Kings,200,3,0.0,161.47540983606555,0,Chennai Super Kings,1
598034,2,Kolkata Knight Riders,186,4,0.0,130.70866141732282,0,Chennai Super Kings,0
598035,1,Delhi Daredevils,164,5,0.0,117.1875,0,Delhi Daredevils,1
598035,2,Pune Warriors,149,4,68.0,125.45454545454547,1,Delhi Daredevils,0
598036,1,Royal Challengers Bangalore,171,6,35.0,143.33333333333334,1,Rajasthan Royals,0
598036,2,Rajasthan Royals,173,6,0.0,138.84297520661158,0,Rajasthan Royals,1
598037,1,Mumbai Indians,174,3,33.0,144.56521739130434,1,Mumbai Indians,1
598037,2,Kings XI Punjab,170,10,0.0,124.60317460317461,0,Mumbai Indians,0
598038,1,Chennai Super Kings,164,3,32.0,141.57303370786516,1,Chennai Super Kings,1
598038,2,Pune Warriors,127,9,40.0,102.38095238095238,1,Chennai Super Kings,0
598039,1,Mumbai Indians,129,4,40.0,98.82352941176471,1,Sunrisers Hyderabad,0
598039,2,Sunrisers Hyderabad,130,3,0.0,114.41441441441442,0,Sunrisers Hyderabad,1
598040,1,Kolkata Knight Riders,136,7,0.0,103.2,0,Delhi Daredevils,0
598040,2,Delhi Daredevils,137,3,39.0,142.02898550724638,1,Delhi Daredevils,1
598041,1,Chennai Super Kings,186,4,0.0,150.0,0,Chennai Super Kings,1
598041,2,Kings XI Punjab,171,6,0.0,140.0,0,Chennai Super Kings,0
598042,1,Royal Challengers Bangalore,187,3,48.0,164.0,1,Royal Challengers Bangalore,1
598042,2,Pune Warriors,170,9,0.0,132.25806451612902,0,Royal Challengers Bangalore,0
598043,1,Rajasthan Royals,132,6,75.0,98.0392156862745,1,Kolkata Knight Riders,0
598043,2,Kolkata Knight Riders,133,2,0.0,113.88888888888889,0,Kolkata Knight Riders,1
598044,1,Delhi Daredevils,80,10,0.0,63.24786324786324,0,Sunrisers Hyderabad,0
598044,2,Sunrisers Hyderabad,81,4,0.0,90.69767441860465,0,Sunrisers Hyderabad,1
598045,1,Royal Challengers Bangalore,174,5,0.0,132.53968253968253,0,Kings XI Punjab,0
598045,2,Kings XI Punjab,176,3,0.0,148.67256637168143,0,Kings XI Punjab,1
598046,1,Mumbai Indians,139,5,0.0,108.87096774193547,0,Mumbai Indians,1
598046,2,Chennai Super Kings,79,10,0.0,72.91666666666666,0,Mumbai Indians,0
598047,1,Pune Warriors,178,4,46.0,139.50617283950618,1,Rajasthan Royals,0
598047,2,Rajasthan Royals,182,5,0.0,146.72131147540983,0,Rajasthan Royals,1
598048,1,Sunrisers Hyderabad,161,6,0.0,124.8,0,Royal Challengers Bangalore,0
598048,2,Royal Challengers Bangalore,162,3,0.0,142.72727272727272,0,Royal Challengers Bangalore,1
598049,1,Delhi Daredevils,154,4,32.0,121.50537634408603,1,Rajasthan Royals,0
598049,2,Rajasthan Royals,155,1,51.0,149.18032786885246,1,Rajasthan Royals,1
598050,1,Mumbai Indians,170,6,56.0,160.0,1,Mumbai Indians,1
598050,2,Kolkata Knight Riders,105,10,0.0,87.27272727272727,0,Mumbai Indians,0
598051,1,Chennai Super Kings,223,3,0.0,166.40625,0,Chennai Super Kings,1
598051,2,Sunrisers Hyderabad,146,8,34.0,114.44444444444444,1,Chennai Super Kings,0
598052,1,Kings XI Punjab,145,6,66.0,103.50877192982458,1,Rajasthan Royals,0
598052,2,Rajasthan Royals,147,2,52.0,126.15384615384615,1,Rajasthan Royals,1
598053,1,Kolkata Knight Riders,152,6,46.0,116.66666666666667,1,Kolkata Knight Riders,1
598053,2,Pune Warriors,106,10,36.0,84.52380952380952,1,Kolkata Knight Riders,0
598054,1,Royal Challengers Bangalore,183,4,0.0,143.5483870967742,0,Royal Challengers Bangalore,1
598054,2,Delhi Daredevils,179,7,36.0,142.69662921348313,1,Royal Challengers Bangalore,0
598055,1,Pune Warriors,112,8,0.0,89.25619834710744,0,Mumbai Indians,0
598055,2,Mumbai Indians,116,5,42.0,101.35135135135135,1,Mumbai Indians,1
598056,1,Sunrisers Hyderabad,150,7,0.0,120.66115702479338,0,Sunrisers Hyderabad,1
598056,2,Kings XI Punjab,120,9,41.0,97.53086419753086,1,Sunrisers Hyderabad,0
